answer,predictions,exact_match,precision,recall,f1_score
once a day,,0,0.0,0.0,0.0
2092-05-16,,0,0.0,0.0,0.0
 144/82 ,"reg rr 20. chest clear, cor no mrg, ext 1",0,0.0,0.0,0.0
2093-07-05,[SEP],0,0.0,0.0,0.0
heart disease,,0,0.0,0.0,0.0
tylenol,,0,0.0,0.0,0.0
oxycodone,,0,0.0,0.0,0.0
25 mg,,0,0.0,0.0,0.0
asthma,,0,0.0,0.0,0.0
cad,,0,0.0,0.0,0.0
chest pain,p. r. n,0,0.0,0.0,0.0
inferior stemi,,0,0.0,0.0,0.0
q.4h. p.r.n.,,0,0.0,0.0,0.0
urinalysis,##lysis demonstrated 30 - 50 white blood cells with red blood cells too numerous to count and 2 +,0,0.0,0.0,0.0
diarrhea,,0,0.0,0.0,0.0
electrocardiogram,electrocardiogram showed atrial fibrillation with rapid ventricular response and atrial flutter. [SEP],0,1.0,0.08333333333333333,0.15384615384615385
allopurinol,,0,0.0,0.0,0.0
ticlid,mg p. o. q. h.,0,0.0,0.0,0.0
coronary artery bypass graft,,0,0.0,0.0,0.0
ldl 115,"in 5 / 77 of 8. 0, gluc 192, ldl 115, tg 71, hdl 36 [SEP]",0,1.0,0.13333333333333333,0.23529411764705882
qd,,0,0.0,0.0,0.0
the pt 's vs,,0,0.0,0.0,0.0
pain,,0,0.0,0.0,0.0
7 days course,,0,0.0,0.0,0.0
the chest x-ray,,0,0.0,0.0,0.0
a swan-ganz catheter,##anz catheter in place and had a low cardiac output. [SEP],0,0.6666666666666666,0.18181818181818182,0.28571428571428575
the basal lv,regional contraction abnormality ( suspect significant improvement compared to prior study dated 2017 - 07 - 18 ). [SEP],0,0.0,0.0,0.0
hypertension,gentle hydration therapy at first in the micu for hypertension [SEP],0,1.0,0.09090909090909091,0.16666666666666669
afib,,0,0.0,0.0,0.0
cardiac catheterization,", left anterior descending minimal disease, left circumflex 40 % mid - sten",0,0.0,0.0,0.0
mri,,0,0.0,0.0,0.0
physical examination,,0,0.0,0.0,0.0
an mri of the liver,,0,0.0,0.0,0.0
ulnar displacement,[CLS] 1. left transverse mid shaft radial fracture with ulnar displacement status post left radial open reduction and internal fixation. [SEP],0,1.0,0.09523809523809523,0.17391304347826084
stat pathology,,0,0.0,0.0,0.0
tid.,,0,0.0,0.0,0.0
quite hypotensive,,0,0.0,0.0,0.0
tid,,0,0.0,0.0,0.0
t.i.d.,". i. d., requip 2 mg [SEP]",0,0.0,0.0,0.0
elevated hemoglobin a1c up to 6.5,". o. daily. we also note that she has had elevated glucoses in the past, as high as 191, as well as an elevated hemoglobin a1c up to 6. 5. it is probably worth having her screen formally to see whether or not she has type 2 diabetes mellitus versus insulin insensitivity only. she may benefit from an oral hypogly",0,0.8333333333333334,0.0847457627118644,0.15384615384615385
an ng lavage,bilious return. [SEP],0,0.0,0.0,0.0
trochanteric bursitis.,,0,0.0,0.0,0.0
left brachial artery embolectomy,,0,0.0,0.0,0.0
ibuprofen,,0,0.0,0.0,0.0
itching,,0,0.0,0.0,0.0
50 mg,,0,0.0,0.0,0.0
neurologic examination,,0,0.0,0.0,0.0
b.i.d.,,0,0.0,0.0,0.0
his tenuous respiratory status,,0,0.0,0.0,0.0
2062-07-21,,0,0.0,0.0,0.0
examination,the patient had no evidence for weakness on examination with good proximal and,0,1.0,0.07692307692307693,0.14285714285714288
the skin exam,,0,0.0,0.0,0.0
5 mg,"., and 100 mg p",0,0.5,0.25,0.3333333333333333
chest pain,,0,0.0,0.0,0.0
10 mg,,0,0.0,0.0,0.0
bid,[SEP],0,0.0,0.0,0.0
monitoring of his prothrombin times and his arrhythmias,,0,0.0,0.0,0.0
for two weeks.,,0,0.0,0.0,0.0
echocardiogram,,0,0.0,0.0,0.0
your blood pressure.,pressure,0,0.3333333333333333,1.0,0.5
a rectal examination,,0,0.0,0.0,0.0
bid,,0,0.0,0.0,0.0
his sputum,##putum showed many gpc which later grew staph aureus. [SEP],0,0.0,0.0,0.0
a bowel regimen,,0,0.0,0.0,0.0
sputum culture,,0,0.0,0.0,0.0
his hyperkalemia,"his hyperkalemia, the patient was treated with calcium, [SEP]",0,1.0,0.2222222222222222,0.3636363636363636
his hyperkalemia,"his hyperkalemia, the patient was treated with calcium, [SEP]",0,1.0,0.2222222222222222,0.3636363636363636
right lower lobe infiltrate,,0,0.0,0.0,0.0
gliomatosis cerebri ( grade ii astrocytoma ),,0,0.0,0.0,0.0
colace,,0,0.0,0.0,0.0
an echocardiogram,,0,0.0,0.0,0.0
prn,,0,0.0,0.0,0.0
qhs,,0,0.0,0.0,0.0
an esophagogastroduodenoscopy,,0,0.0,0.0,0.0
anxiety,,0,0.0,0.0,0.0
b.i.d.,,0,0.0,0.0,0.0
electrocardiogram,,0,0.0,0.0,0.0
tramadol,,0,0.0,0.0,0.0
some sedation,,0,0.0,0.0,0.0
this abdominal aortic aneurysm,,0,0.0,0.0,0.0
dulcolax ( bisacodyl ),,0,0.0,0.0,0.0
chest x-ray,,0,0.0,0.0,0.0
ativan ( lorazepam ),,0,0.0,0.0,0.0
the electrocardiogram,,0,0.0,0.0,0.0
hypertension,,0,0.0,0.0,0.0
40 mg,,0,0.0,0.0,0.0
a biopsy,,0,0.0,0.0,0.0
bid,,0,0.0,0.0,0.0
bactrim,,0,0.0,0.0,0.0
a anc,,0,0.0,0.0,0.0
preop w/,,0,0.0,0.0,0.0
15 milliliters,,0,0.0,0.0,0.0
urine tox,,0,0.0,0.0,0.0
ekg,,0,0.0,0.0,0.0
dyslipidemia,,0,0.0,0.0,0.0
spasticity,##n for,0,0.0,0.0,0.0
his injury,,0,0.0,0.0,0.0
2,,0,0.0,0.0,0.0
6 more days,,0,0.0,0.0,0.0
constipation,,0,0.0,0.0,0.0
urine lytes,,0,0.0,0.0,0.0
hypertension,,0,0.0,0.0,0.0
a chest x-ray,,0,0.0,0.0,0.0
the non-small-cell lung cancer,non - small - cell lung cancer removed from his right lung by dr. vital four years prior to,0,0.5,0.11764705882352941,0.19047619047619047
cpk,,0,0.0,0.0,0.0
percocet,,0,0.0,0.0,0.0
temazepam,,0,0.0,0.0,0.0
porcine valve,[CLS] 4. aortic s,0,0.0,0.0,0.0
typical substernal chest pain,,0,0.0,0.0,0.0
in the evening,,0,0.0,0.0,0.0
glucophage,,0,0.0,0.0,0.0
flexeril,,0,0.0,0.0,0.0
cad,,0,0.0,0.0,0.0
possible early sepsis,,0,0.0,0.0,0.0
5 mg,,0,0.0,0.0,0.0
the rectal examination,,0,0.0,0.0,0.0
cardiac examination,,0,0.0,0.0,0.0
cefotetan,,0,0.0,0.0,0.0
once a day,,0,0.0,0.0,0.0
qd,,0,0.0,0.0,0.0
10 mg,,0,0.0,0.0,0.0
1 mg,,0,0.0,0.0,0.0
chest pain,,0,0.0,0.0,0.0
" blood pressures at home, which range at about 126/81 to 142/92","tough in consulting and he is now working 2 jobs including overnight shifts, which is strenuous at times. he is looking for work as a dog walker and will find out soon whether he can quit his evening jobs and will be able to increase his exercise capacity such that he will be doing more walking with that job. he has no chest pain, shortness of breath, palpitations, presyncope, or syncope with exertion. he",0,0.2727272727272727,0.04054054054054054,0.07058823529411765
the stress test,,0,0.0,0.0,0.0
exam,,0,0.0,0.0,0.0
cellulitis.,,0,0.0,0.0,0.0
htn,,0,0.0,0.0,0.0
caval narrowing,,0,0.0,0.0,0.0
lasix,,0,0.0,0.0,0.0
the heart sounds,,0,0.0,0.0,0.0
2094-08-11,,0,0.0,0.0,0.0
end-stage renal disease,,0,0.0,0.0,0.0
sbp,,0,0.0,0.0,0.0
ischemia,,0,0.0,0.0,0.0
urinalysis,"albumin, 0 - 5 high link caths, cervical spine negative, pelvis negative, lumbar spine ; negative, thoracic spine negative. [SEP]",0,0.0,0.0,0.0
antibiotics,,0,0.0,0.0,0.0
chest pain,,0,0.0,0.0,0.0
symptomatic bradycardia,,0,0.0,0.0,0.0
a1c was approximately 13,"poorly controlled hypertension with no known coronary artery disease now presenting for cardiovascular clearance prior to elective hip repair scheduled for three days from now. this gentleman has no known coronary disease and has a reasonable exercise capacity, which i estimate to be 3 to 5 mets. most recently, given his hip and orthopedic issues, he has been unable to ambulate even to three mets. however, prior to his orthopedic injury several months ago, he was able to ambulate up two flights of steps with only minimal dyspnea upon reaching the top step and without any exertional chest discomfort. however, given his multiple risk factors, notably his poorly controlled diabetes and poorly controlled hypertension as well as former tobacco use, he certainly is at very high risk for obstructive coronary disease. as such, i recommended we obtain a persantine pet stress test for tomorrow morning. if this test is normal without any high risk features or without any evidence for obstructive coronary disease, it would be reasonable for him to proceed with surgery later on this week. this test will also suffice for his upcoming gastric laparoscopic bypass surgery, which is scheduled for 01 / 2074. with regards to his medication, his blood pressure still is not at goal below 130. as such, i have increased his toprol - xl from 125 mg to 200 mg p. o. daily. this medication should be continued through all surgery. additionally, if this is not sufficient in bringing his blood pressure down below 130, i would recommend the addition of a diuretic to his regimen either lasix 20 mg p. o. daily or hydrochloroth",0,0.25,0.0037174721189591076,0.007326007326007325
her chest x-ray,,0,0.0,0.0,0.0
a head ct,neurology was also consulted and a head ct showed old lacunar infarcts but no,0,1.0,0.21428571428571427,0.35294117647058826
lgib history,[SEP],0,0.0,0.0,0.0
qd,,0,0.0,0.0,0.0
148/60 ,regular pulse 72. her chest has a few,0,0.0,0.0,0.0
on physical examination,,0,0.0,0.0,0.0
while in hospital,,0,0.0,0.0,0.0
neurological exam on admission,,0,0.0,0.0,0.0
zosyn,,0,0.0,0.0,0.0
docusate sodium,,0,0.0,0.0,0.0
a presumed community acquired pneumonia,,0,0.0,0.0,0.0
constipation,,0,0.0,0.0,0.0
qd,,0,0.0,0.0,0.0
1 tab,,0,0.0,0.0,0.0
the ultrasound,,0,0.0,0.0,0.0
a fever,"##s, and fans were used in an attempt to bring his body temperature down. [SEP]",0,0.0,0.0,0.0
40 mg,"multivitamin one daily, [SEP]",0,0.0,0.0,0.0
dilantin,,0,0.0,0.0,0.0
arthralgias,,0,0.0,0.0,0.0
opiates,,0,0.0,0.0,0.0
"ldl 187,","187, hdl 40 [SEP]",0,0.5,0.25,0.3333333333333333
daily,,0,0.0,0.0,0.0
0.125 mg,,0,0.0,0.0,0.0
amoxicillin,"400 mg po q d, amoxicillin which was started on labor day, for a sore throat and ativan 1 mg po prn nausea / anxiety. [SEP]",0,1.0,0.04,0.07692307692307693
anxiety,,0,0.0,0.0,0.0
a metastatic adenocarcinoma of the breast,,0,0.0,0.0,0.0
once a day.,,0,0.0,0.0,0.0
endoscopic retrograde cholangiopancreatography,,0,0.0,0.0,0.0
packed red blood cells,,0,0.0,0.0,0.0
an ovarian cyst,status post laparotomy for an ovarian cyst in 1988. [SEP],0,1.0,0.3,0.4615384615384615
atrial fibrillation,,0,0.0,0.0,0.0
prophylaxis:,,0,0.0,0.0,0.0
insulin,,0,0.0,0.0,0.0
ef,,0,0.0,0.0,0.0
40 mg,,0,0.0,0.0,0.0
pain,,0,0.0,0.0,0.0
right hydronephrosis,"o foul smelling urine and in setting of stone w / hydro + pyelo by ct. the patient went to ir on 2014 - 11 - 30 given evidence of right hydronephrosis on imaging for decompression and drainage. upon admission, she was",0,1.0,0.05263157894736842,0.1
bp 146/80,,0,0.0,0.0,0.0
2094-12-24,were created with,0,0.0,0.0,0.0
his cultures,"drain, but his cultures became positive, and his white blood cell count increased. [SEP]",0,1.0,0.14285714285714285,0.25
cxr,,0,0.0,0.0,0.0
placenta previa,,0,0.0,0.0,0.0
chest x-ray,,0,0.0,0.0,0.0
a pa,a pa of 52 / 28. [SEP],0,1.0,0.3333333333333333,0.5
90 mg,,0,0.0,0.0,0.0
thallium images,,0,0.0,0.0,0.0
q6hr,,0,0.0,0.0,0.0
obese,,0,0.0,0.0,0.0
pain,,0,0.0,0.0,0.0
10 units,,0,0.0,0.0,0.0
160/90,,0,0.0,0.0,0.0
enzymes,,0,0.0,0.0,0.0
a right upper quadrant ultrasound,,0,0.0,0.0,0.0
tylenol,,0,0.0,0.0,0.0
tylenol (acetaminophen ),,0,0.0,0.0,0.0
x ray,,0,0.0,0.0,0.0
hit,"- 70, plans to [SEP]",0,0.0,0.0,0.0
q4-6h prn,,0,0.0,0.0,0.0
the vascular exam,. [SEP],0,0.0,0.0,0.0
60 mg,daily for [SEP],0,0.0,0.0,0.0
clindamycin,,0,0.0,0.0,0.0
clindamycin,,0,0.0,0.0,0.0
tylenol,,0,0.0,0.0,0.0
qd,,0,0.0,0.0,0.0
increasing symptoms,"she had increasing symptoms overtime, not controlled by conservative management. [SEP]",0,1.0,0.18181818181818182,0.3076923076923077
htn,,0,0.0,0.0,0.0
hydralazine,,0,0.0,0.0,0.0
diabetic,,0,0.0,0.0,0.0
oxacillin resistant staphylococci,,0,0.0,0.0,0.0
tia,not want to reverse [SEP],0,0.0,0.0,0.0
transurethral resection of the prostate,,0,0.0,0.0,0.0
every other day.,,0,0.0,0.0,0.0
lung examination,,0,0.0,0.0,0.0
80 systolic,,0,0.0,0.0,0.0
prophylactic anticoagulation,,0,0.0,0.0,0.0
aspirin,,0,0.0,0.0,0.0
2000 mg,,0,0.0,0.0,0.0
325 mg,,0,0.0,0.0,0.0
ct,,0,0.0,0.0,0.0
coronary ischemia,,0,0.0,0.0,0.0
hydralazine,,0,0.0,0.0,0.0
clots,##ni. [SEP],0,0.0,0.0,0.0
lasix,,0,0.0,0.0,0.0
144/76.,,0,0.0,0.0,0.0
chest x-ray,"chest x - ray rotated low lung volumes, hazy opacities at bases. [SEP]",0,0.5,0.08333333333333333,0.14285714285714285
flagyl,,0,0.0,0.0,0.0
while in-house.,,0,0.0,0.0,0.0
an abdominal and pelvic ct scan with iv contrast,,0,0.0,0.0,0.0
morphine,,0,0.0,0.0,0.0
for 2 more days,,0,0.0,0.0,0.0
copd,,0,0.0,0.0,0.0
20 mg,mg p. o. daily. [SEP],0,0.5,0.2,0.28571428571428575
recent echocardiography,,0,0.0,0.0,0.0
a hida scan,not show filling of the gallbladder indicating some sort of [SEP],0,0.0,0.0,0.0
hypotension,,0,0.0,0.0,0.0
a flutter with hr in the 110s,which brought her hr down [SEP],0,0.14285714285714285,0.16666666666666666,0.15384615384615383
 bp 140/77,,0,0.0,0.0,0.0
angiography,,0,0.0,0.0,0.0
160/90,##mia begun on lisinopril. 11 /,0,0.0,0.0,0.0
tid.,,0,0.0,0.0,0.0
maalox plus extra strength,,0,0.0,0.0,0.0
50 mg,,0,0.0,0.0,0.0
2151-09-12,,0,0.0,0.0,0.0
physical examination,"well saturated and perfused with multiple bruises noted over the upper legs, left arm and",0,0.0,0.0,0.0
diabetes:,,0,0.0,0.0,0.0
30 mg,,0,0.0,0.0,0.0
while an inpatient.,,0,0.0,0.0,0.0
anticoagulation,,0,0.0,0.0,0.0
an upper endoscopy study,,0,0.0,0.0,0.0
chest x-ray,,0,0.0,0.0,0.0
50 mg,,0,0.0,0.0,0.0
the rca occlusion,##s. [SEP],0,0.0,0.0,0.0
2 tsp,,0,0.0,0.0,0.0
10 mg,##pd 600 [SEP],0,0.0,0.0,0.0
100 mg,,0,0.0,0.0,0.0
bid,,0,0.0,0.0,0.0
2102-05-19,,0,0.0,0.0,0.0
atherosclerotic coronary heart disease,,0,0.0,0.0,0.0
his total cholesterol was 294,,0,0.0,0.0,0.0
emergent repair,,0,0.0,0.0,0.0
the bronchiolitis obliterans organizing pneumonia,,0,0.0,0.0,0.0
chronic lung disease,,0,0.0,0.0,0.0
blood cultures,"the patient is a 37 - year - old white male with aids complicated by recurrent pseudomonas infections presently on ceftazidime and aztrenam complicated by mai who comes in with fever, chills and blood cultures positive for candi",0,1.0,0.05555555555555555,0.10526315789473684
fluid,a thoracentesis was done,0,0.0,0.0,0.0
pain,,0,0.0,0.0,0.0
50 mg,,0,0.0,0.0,0.0
last a1c 13,"1 month ago, sugars in 500s. c / o dysuria / vaginal itching. had stress test in 2065 that was c / w but not dx ischemia, didn't f / u for mibi. bp 170 / 86. ldl 166. last a1c 13. plan. will restart all medications. had hiv exposure and one test but not a f / u test. f / u in 2 weeks to assess medication compliance and check bp. d / w dr. roberts.",0,1.0,0.04285714285714286,0.0821917808219178
bid,"flomax 0. 4 qd, prilosec otc [SEP]",0,0.0,0.0,0.0
bid,,0,0.0,0.0,0.0
while two jackson-pratt drains were in,,0,0.0,0.0,0.0
a head ct scan,the patient also had a head ct scan in the emergency department,0,1.0,0.3333333333333333,0.5
replacement scale,,0,0.0,0.0,0.0
q.d.,,0,0.0,0.0,0.0
telemetry,,0,0.0,0.0,0.0
influenza,,0,0.0,0.0,0.0
bid,,0,0.0,0.0,0.0
ruptured left renal vein,,0,0.0,0.0,0.0
heart exam,,0,0.0,0.0,0.0
obesity ,,0,0.0,0.0,0.0
infective endocarditis:active,,0,0.0,0.0,0.0
exam,##ystolic murmur. [SEP],0,0.0,0.0,0.0
oxycodone,,0,0.0,0.0,0.0
14d,,0,0.0,0.0,0.0
last hemoglobin a1c was 6.5,,0,0.0,0.0,0.0
chest pain,,0,0.0,0.0,0.0
shortness of breath,3 h. p. r.,0,0.0,0.0,0.0
levofloxacin,,0,0.0,0.0,0.0
functional capacity,,0,0.0,0.0,0.0
mri head,,0,0.0,0.0,0.0
cad,,0,0.0,0.0,0.0
a head ct,ct showed old lacunar infarcts but no acute causes for,0,0.3333333333333333,0.1,0.15384615384615383
headaches,,0,0.0,0.0,0.0
q d,,0,0.0,0.0,0.0
130/90,225 [SEP],0,0.0,0.0,0.0
his critical aortic stenosis,,0,0.0,0.0,0.0
during her hospital stay.,,0,0.0,0.0,0.0
cardiac catheterization,,0,0.0,0.0,0.0
chest pain,"75 mg q. d., lipitor 20 mg q. d., nitroglycerin 0. 3 mg sublingually p. r. n. chest pain or pressure or shortness of breath, lisinopril hydrochlorothiazide 20 / 12. 5 mg q. d., atenolol 25 mg q. d. [SEP]",0,1.0,0.05128205128205128,0.09756097560975609
q.d.,,0,0.0,0.0,0.0
chest x-ray,chest x - ray showed enlarged heart with mild pulmonary vascular redistribution,0,0.5,0.09090909090909091,0.15384615384615385
the imaging,,0,0.0,0.0,0.0
consolidation,,0,0.0,0.0,0.0
100 mg,,0,0.0,0.0,0.0
htn:,,0,0.0,0.0,0.0
amiodarone,,0,0.0,0.0,0.0
ct abd,,0,0.0,0.0,0.0
an inability to void,,0,0.0,0.0,0.0
prednisone,,0,0.0,0.0,0.0
hemoglobin a1c over 12 in april of 2081,,0,0.0,0.0,0.0
comminuted proximal tibiofibular fractures,,0,0.0,0.0,0.0
his sugars,,0,0.0,0.0,0.0
a possible c. difficile infection.,,0,0.0,0.0,0.0
her electrocardiogram,,0,0.0,0.0,0.0
antibiotics,,0,0.0,0.0,0.0
one tab,,0,0.0,0.0,0.0
4,,0,0.0,0.0,0.0
hypercholesterolemia,,0,0.0,0.0,0.0
120 mg,,0,0.0,0.0,0.0
325 mg,mcg [SEP],0,0.0,0.0,0.0
intraoperative transesophageal echocardiogram evaluation,,0,0.0,0.0,0.0
once a day,,0,0.0,0.0,0.0
160/98   170/88 ,,0,0.0,0.0,0.0
serum cholesterol was 266,##dl of 192. [SEP],0,0.0,0.0,0.0
your blood pressure,,0,0.0,0.0,0.0
"a1c had come down from 11.8--&gt;9.9, but up to 10.4 last check","visit. gave # for pt to r / s f / u with optho, last visit spring 209",0,0.16666666666666666,0.13333333333333333,0.14814814814814814
naprosyn,,0,0.0,0.0,0.0
hypercholesterolemia,,0,0.0,0.0,0.0
1 mg,,0,0.0,0.0,0.0
vital signs,,0,0.0,0.0,0.0
high pressures,,0,0.0,0.0,0.0
chf,,0,0.0,0.0,0.0
40 units,,0,0.0,0.0,0.0
2080-03-13,date : 2080 - 03 - 13 ms. louise iles is a 70 year old female patient of dr. xue here today with first visit with me for several issues. [SEP],0,0.0,0.0,0.0
elevated,,0,0.0,0.0,0.0
cardiac exam,##2 and a diffuse 2 / 6 s,0,0.0,0.0,0.0
2081-04-27,,0,0.0,0.0,0.0
the electrocardiogram,rhythm with premature atrial complexes and right bundle branch block with left anterior hemiblock and old anterior myocardial infarction. [SEP],0,0.0,0.0,0.0
ansaid,,0,0.0,0.0,0.0
bilateral le doppler,,0,0.0,0.0,0.0
difficulty with swallowing,"with swallowing, necessitating only soft and liquid",0,0.6666666666666666,0.2857142857142857,0.4
exam,,0,0.0,0.0,0.0
dvt proph:,##vt proph : on lovenox. [SEP],0,0.5,0.2,0.28571428571428575
arthritis,for her,0,0.0,0.0,0.0
further blood pressure control,patient was also started back on amlodipine for further blood pressure control. the patient continued to experience,0,1.0,0.23529411764705882,0.38095238095238093
procardia xl,,0,0.0,0.0,0.0
diagnostic procedures,,0,0.0,0.0,0.0
anxiety.,,0,0.0,0.0,0.0
a mixed mesodermal cancer at the vaginal apex,at the vaginal apex who presents for local excision. [SEP],0,0.5,0.4,0.4444444444444445
6 mg,,0,0.0,0.0,0.0
his symptoms,,0,0.0,0.0,0.0
an abbreviated workup,,0,0.0,0.0,0.0
daily.,,0,0.0,0.0,0.0
ace inhibitor,,0,0.0,0.0,0.0
myocardial infarction,and blood pressure control. [SEP],0,0.0,0.0,0.0
eczema,,0,0.0,0.0,0.0
normal saline,,0,0.0,0.0,0.0
ekg,"##tion, moderate ventricular response, right ventricular hypertrophy, right axis deviation. [SEP]",0,0.0,0.0,0.0
ekg,"ekg demonstrated nsr at 87 bpm, nl axis, nl int, lvh w",0,1.0,0.08333333333333333,0.15384615384615385
sliding scale,,0,0.0,0.0,0.0
aggressive fluids,to maintain her blood pressure with a systolic of greater than 90. [SEP],0,0.0,0.0,0.0
diabetes,,0,0.0,0.0,0.0
rigid sigmoidoscopy,,0,0.0,0.0,0.0
hormone replacement therapy,,0,0.0,0.0,0.0
right common femoral artery deep venous thrombosis,,0,0.0,0.0,0.0
headaches,,0,0.0,0.0,0.0
pain medications.,,0,0.0,0.0,0.0
chest x-ray,,0,0.0,0.0,0.0
20mg,,0,0.0,0.0,0.0
the patient &apos;s abdominal ct scan,ct scan showed no liver disease and no obstruction. [SEP],0,0.3333333333333333,0.2,0.25
the mrcp,"in addition, also the mrcp",0,1.0,0.4,0.5714285714285715
pain,,0,0.0,0.0,0.0
75 mg,,0,0.0,0.0,0.0
head ct,,0,0.0,0.0,0.0
moderate palpation,##trium to moderate palpation. [SEP],0,1.0,0.4,0.5714285714285715
chest x-ray,,0,0.0,0.0,0.0
1 mg,,0,0.0,0.0,0.0
chest pain;,,0,0.0,0.0,0.0
navelbine,,0,0.0,0.0,0.0
a severe resp acidosis,,0,0.0,0.0,0.0
disorientation,,0,0.0,0.0,0.0
dvt in rle,,0,0.0,0.0,0.0
hyperlipidemia,,0,0.0,0.0,0.0
7d,,0,0.0,0.0,0.0
lantus,,0,0.0,0.0,0.0
dvt prophylaxis,,0,0.0,0.0,0.0
secondary cardiac and neurological prophylaxis,,0,0.0,0.0,0.0
100 mg,,0,0.0,0.0,0.0
tylenol,,0,0.0,0.0,0.0
mi,father with mi in 50's and underwent cabg. [SEP],0,1.0,0.1111111111111111,0.19999999999999998
two plus lower extremity edema,,0,0.0,0.0,0.0
coumadin,,0,0.0,0.0,0.0
q.p.m.,,0,0.0,0.0,0.0
echo,,0,0.0,0.0,0.0
2076-06-05,,0,0.0,0.0,0.0
duonebs,,0,0.0,0.0,0.0
qam,,0,0.0,0.0,0.0
ativan,"tagamet 400 mg po q d, amoxicillin which was started on labor day, for a sore throat and ativan 1 mg po prn nausea / anxiety. [SEP]",0,1.0,0.038461538461538464,0.07407407407407407
2089-12-22,,0,0.0,0.0,0.0
pain,,0,0.0,0.0,0.0
abdominal distention,,0,0.0,0.0,0.0
gram negative pneumonia,,0,0.0,0.0,0.0
pain,,0,0.0,0.0,0.0
apnea of prematurity,,0,0.0,0.0,0.0
critical aortic stenosis,,0,0.0,0.0,0.0
exam,,0,0.0,0.0,0.0
a pneumonia,,0,0.0,0.0,0.0
an evaluation,,0,0.0,0.0,0.0
0.5 mcg,,0,0.0,0.0,0.0
antibiotic,,0,0.0,0.0,0.0
